anio,fecha,tienda_id,nombre_tienda,ciudad,estado,tipo_tienda,canal_venta,categoria,producto,marca,precio_lista,descuento_pct,precio_final,cantidad,ingreso_total,es_black_friday,es_cyber_monday,es_black_november,es_promocion,tipo_promocion,segmento_cliente,canal_pago,dia_semana,es_fin_de_semana
2024,2024-11-17,13,Walmart Supercenter Las Vegas,Las Vegas,Nevada,Supercenter,Tienda,Belleza,Plancha de cabello Remington,Remington,74.17,41.44,43.43,3,130.29,0,0,1,1,Black November,Adulto,Tarjeta,6,1
2023,2023-11-24,12,Walmart Supercenter Atlanta,Atlanta,Georgia,Supercenter,Online,Belleza,Plancha de cabello Remington,Remington,34.46,35.99,22.06,1,22.06,1,0,1,1,Black Friday,Joven,Tarjeta,4,1
2024,2024-11-15,4,Walmart Supercenter Dallas,Dallas,Texas,Supercenter,Tienda,Ropa,Pijama polar infantil,Wonder Nation,32.9,0.0,32.9,4,131.6,0,0,1,0,Sin promo,Joven,Online Pay,4,1
2024,2024-11-25,4,Walmart Supercenter Dallas,Dallas,Texas,Supercenter,Tienda,Tecnología,Dell Inspiron 14 Laptop,Dell,519.73,39.09,316.56,1,316.56,0,1,1,1,Cyber Monday,Senior,Efectivo,0,0
2022,2022-11-10,20,Sam's Club Orlando,Orlando,Florida,Sam's Club,Tienda,Juguetes,Jenga Classic Juego de Mesa,Hasbro,30.64,43.38,17.35,6,104.1,0,0,1,1,Black November,Adulto,Tarjeta,3,0
2024,2024-11-15,2,Walmart Supercenter Miami,Miami,Florida,Supercenter,Tienda,Tecnología,Samsung Galaxy Tab S9,Samsung,767.49,41.73,447.22,1,447.22,0,0,1,1,Black November,Adulto,Tarjeta,4,1
2024,2024-11-22,6,Walmart Supercenter San Antonio,San Antonio,Texas,Supercenter,Online,Hogar,NutriBullet Blender Pro 900,NutriBullet,151.37,34.24,99.54,2,199.08,1,0,1,1,Black Friday,Joven,Online Pay,4,1
2023,2023-11-01,14,Walmart Neighborhood Market Miami Beach,Miami Beach,Florida,Neighborhood Market,Online,Alimentos,Cereal Kellogg's Corn Flakes 1Kg,Kellogg's,5.49,0.0,5.49,3,16.47,0,0,1,0,Sin promo,Adulto,Efectivo,2,0
2024,2024-11-25,18,Walmart Neighborhood Market Charlotte,Charlotte,North Carolina,Neighborhood Market,Online,Alimentos,Café molido Dunkin' 12oz,Dunkin',5.61,50.83,2.76,4,11.04,0,1,1,1,Cyber Monday,Adulto,Tarjeta,0,0
2024,2024-11-02,16,Walmart Neighborhood Market Tampa,Tampa,Florida,Neighborhood Market,Tienda,Tecnología,"HP 15.6"" Laptop Ryzen 5",HP,886.29,0.0,886.29,2,1772.58,0,0,1,0,Sin promo,Joven,Efectivo,5,1
2024,2024-11-23,6,Walmart Supercenter San Antonio,San Antonio,Texas,Supercenter,Tienda,Alimentos,Pack 24 latas Coca-Cola 355ml,Coca-Cola,15.02,28.98,10.67,7,74.69,0,0,1,1,Black November,Adulto,Online Pay,5,1
2023,2023-11-14,10,Walmart Supercenter Chicago,Chicago,Illinois,Supercenter,Tienda,Tecnología,Dell Inspiron 14 Laptop,Dell,413.76,16.12,347.05,1,347.05,0,0,1,1,Black November,Adulto,Tarjeta,1,0
2022,2022-11-23,20,Sam's Club Orlando,Orlando,Florida,Sam's Club,Online,Tecnología,"HP 15.6"" Laptop Ryzen 5",HP,409.64,0.0,409.64,2,819.28,0,0,1,0,Sin promo,Joven,Tarjeta,2,0
2024,2024-11-23,6,Walmart Supercenter San Antonio,San Antonio,Texas,Supercenter,Tienda,Electrónica,"Samsung 55"" QLED 4K Smart TV",Samsung,1055.16,0.0,1055.16,2,2110.32,0,0,1,0,Sin promo,Senior,Tarjeta,5,1
2023,2023-11-24,12,Walmart Supercenter Atlanta,Atlanta,Georgia,Supercenter,Tienda,Alimentos,Pack 24 latas Coca-Cola 355ml,Coca-Cola,8.34,31.7,5.7,4,22.8,1,0,1,1,Black Friday,Adulto,Online Pay,4,1
2023,2023-11-19,11,Walmart Supercenter New York,New York,New York,Supercenter,Tienda,Alimentos,Café molido Dunkin' 12oz,Dunkin',12.16,0.0,12.16,3,36.48,0,0,1,0,Sin promo,Adulto,Tarjeta,6,1
2024,2024-11-22,3,Walmart Supercenter Orlando,Orlando,Florida,Supercenter,Tienda,Alimentos,Chocolates Hershey's surtidos 1Kg,Hershey's,8.42,68.86,2.62,7,18.34,1,0,1,1,Black Friday,Adulto,Online Pay,4,1
2024,2024-11-10,11,Walmart Supercenter New York,New York,New York,Supercenter,Tienda,Hogar,NutriBullet Blender Pro 900,NutriBullet,111.58,23.86,84.96,4,339.84,0,0,1,1,Black November,Joven,Tarjeta,6,1
2023,2023-11-03,18,Walmart Neighborhood Market Charlotte,Charlotte,North Carolina,Neighborhood Market,Online,Alimentos,Chocolates Hershey's surtidos 1Kg,Hershey's,16.62,0.0,16.62,5,83.1,0,0,1,0,Sin promo,Joven,Tarjeta,4,1
2022,2022-11-23,4,Walmart Supercenter Dallas,Dallas,Texas,Supercenter,Tienda,Belleza,Plancha de cabello Remington,Remington,60.88,0.0,60.88,4,243.52,0,0,1,0,Sin promo,Adulto,Tarjeta,2,0
2024,2024-11-22,17,Walmart Neighborhood Market San Jose,San Jose,California,Neighborhood Market,Online,Juguetes,Nintendo Switch Lite,Nintendo,273.83,40.56,162.77,2,325.54,1,0,1,1,Black Friday,Joven,Tarjeta,4,1
2024,2024-11-22,18,Walmart Neighborhood Market Charlotte,Charlotte,North Carolina,Neighborhood Market,Tienda,Ropa,Leggings deportivos mujer,Avia,22.16,56.38,9.67,2,19.34,1,0,1,1,Black Friday,Joven,Tarjeta,4,1
2022,2022-11-30,19,Sam's Club Dallas,Dallas,Texas,Sam's Club,Online,Ropa,Pijama polar infantil,Wonder Nation,22.74,48.68,11.67,1,11.67,0,0,1,1,Black November,Adulto,Tarjeta,2,0
2022,2022-11-25,13,Walmart Supercenter Las Vegas,Las Vegas,Nevada,Supercenter,Tienda,Juguetes,Barbie Dreamhouse 3 pisos,Mattel,185.63,47.29,97.84,1,97.84,1,0,1,1,Black Friday,Senior,Efectivo,4,1
2024,2024-11-02,13,Walmart Supercenter Las Vegas,Las Vegas,Nevada,Supercenter,Tienda,Ropa,Sudadera con capucha unisex,George,63.44,0.0,63.44,1,63.44,0,0,1,0,Sin promo,Adulto,Efectivo,5,1
2022,2022-11-25,6,Walmart Supercenter San Antonio,San Antonio,Texas,Supercenter,Online,Ropa,Zapatillas running hombre,Athletic Works,85.05,34.64,55.59,3,166.77,1,0,1,1,Black Friday,Adulto,Online Pay,4,1
2023,2023-11-24,20,Sam's Club Orlando,Orlando,Florida,Sam's Club,Tienda,Juguetes,Barbie Dreamhouse 3 pisos,Mattel,244.62,34.31,160.69,2,321.38,1,0,1,1,Black Friday,Adulto,Tarjeta,4,1
2022,2022-11-07,17,Walmart Neighborhood Market San Jose,San Jose,California,Neighborhood Market,Tienda,Alimentos,Café molido Dunkin' 12oz,Dunkin',8.18,0.0,8.18,2,16.36,0,0,1,0,Sin promo,Adulto,Tarjeta,0,0
2022,2022-11-25,8,Walmart Supercenter San Diego,San Diego,California,Supercenter,Online,Electrónica,Apple AirPods Pro (2nd Gen),Apple,289.84,58.49,120.3,2,240.6,1,0,1,1,Black Friday,Senior,Tarjeta,4,1
2023,2023-11-28,9,Walmart Supercenter Phoenix,Phoenix,Arizona,Supercenter,Tienda,Juguetes,LEGO Star Wars X-Wing Fighter,LEGO,33.77,0.0,33.77,1,33.77,0,0,1,0,Sin promo,Joven,Tarjeta,1,0
2022,2022-11-25,20,Sam's Club Orlando,Orlando,Florida,Sam's Club,Tienda,Juguetes,LEGO Star Wars X-Wing Fighter,LEGO,107.81,50.16,53.74,2,107.48,1,0,1,1,Black Friday,Adulto,Tarjeta,4,1
2023,2023-11-04,4,Walmart Supercenter Dallas,Dallas,Texas,Supercenter,Tienda,Belleza,Plancha de cabello Remington,Remington,40.73,0.0,40.73,1,40.73,0,0,1,0,Sin promo,Adulto,Online Pay,5,1
2024,2024-11-04,11,Walmart Supercenter New York,New York,New York,Supercenter,Tienda,Ropa,Zapatillas running hombre,Athletic Works,53.4,0.0,53.4,2,106.8,0,0,1,0,Sin promo,Joven,Efectivo,0,0
2022,2022-11-26,15,Walmart Neighborhood Market Austin,Austin,Texas,Neighborhood Market,Tienda,Tecnología,Dell Inspiron 14 Laptop,Dell,702.09,0.0,702.09,1,702.09,0,0,1,0,Sin promo,Joven,Tarjeta,5,1
2024,2024-11-22,1,Walmart Supercenter Bentonville,Bentonville,Arkansas,Supercenter,Tienda,Ropa,Leggings deportivos mujer,Avia,56.47,0.0,56.47,1,56.47,1,0,1,0,Sin promo,Joven,Tarjeta,4,1
2022,2022-11-25,11,Walmart Supercenter New York,New York,New York,Supercenter,Online,Alimentos,Cereal Kellogg's Corn Flakes 1Kg,Kellogg's,5.5,0.0,5.5,6,33.0,1,0,1,0,Sin promo,Adulto,Online Pay,4,1
2023,2023-11-27,10,Walmart Supercenter Chicago,Chicago,Illinois,Supercenter,Online,Hogar,Dyson V11 Torque Drive Vacuum,Dyson,656.23,39.45,397.38,1,397.38,0,1,1,1,Cyber Monday,Adulto,Tarjeta,0,0
2023,2023-11-10,13,Walmart Supercenter Las Vegas,Las Vegas,Nevada,Supercenter,Tienda,Belleza,Plancha de cabello Remington,Remington,50.83,0.0,50.83,4,203.32,0,0,1,0,Sin promo,Adulto,Online Pay,4,1
2022,2022-11-15,3,Walmart Supercenter Orlando,Orlando,Florida,Supercenter,Online,Electrónica,"LG 65"" OLED 4K Smart TV",LG,1325.31,0.0,1325.31,2,2650.62,0,0,1,0,Sin promo,Joven,Tarjeta,1,0
2022,2022-11-23,5,Walmart Supercenter Houston,Houston,Texas,Supercenter,Online,Juguetes,LEGO Star Wars X-Wing Fighter,LEGO,36.9,37.27,23.15,2,46.3,0,0,1,1,Black November,Senior,Tarjeta,2,0
2024,2024-11-22,7,Walmart Supercenter Los Angeles,Los Angeles,California,Supercenter,Tienda,Ropa,Leggings deportivos mujer,Avia,27.08,0.0,27.08,1,27.08,1,0,1,0,Sin promo,Senior,Efectivo,4,1
2024,2024-11-25,17,Walmart Neighborhood Market San Jose,San Jose,California,Neighborhood Market,Online,Alimentos,Café molido Dunkin' 12oz,Dunkin',6.78,44.73,3.75,5,18.75,0,1,1,1,Cyber Monday,Adulto,Online Pay,0,0
2024,2024-11-22,16,Walmart Neighborhood Market Tampa,Tampa,Florida,Neighborhood Market,Tienda,Hogar,Dyson V11 Torque Drive Vacuum,Dyson,668.33,33.74,442.85,2,885.7,1,0,1,1,Black Friday,Adulto,Tarjeta,4,1
2024,2024-11-25,20,Sam's Club Orlando,Orlando,Florida,Sam's Club,Online,Hogar,Roku 4K Streaming Stick,Roku,61.82,0.0,61.82,1,61.82,0,1,1,0,Sin promo,Adulto,Tarjeta,0,0
2022,2022-11-08,3,Walmart Supercenter Orlando,Orlando,Florida,Supercenter,Tienda,Belleza,Plancha de cabello Remington,Remington,32.84,0.0,32.84,3,98.52,0,0,1,0,Sin promo,Adulto,Tarjeta,1,0
2024,2024-11-19,3,Walmart Supercenter Orlando,Orlando,Florida,Supercenter,Tienda,Electrónica,Microsoft Xbox Series X,Microsoft,537.25,35.12,348.55,2,697.1,0,0,1,1,Black November,Adulto,Online Pay,1,0
2022,2022-11-25,6,Walmart Supercenter San Antonio,San Antonio,Texas,Supercenter,Tienda,Electrónica,Sony PlayStation 5 Slim,Sony,576.57,61.47,222.15,2,444.3,1,0,1,1,Black Friday,Joven,Tarjeta,4,1
2022,2022-11-03,10,Walmart Supercenter Chicago,Chicago,Illinois,Supercenter,Tienda,Hogar,Instant Pot Duo 7-en-1 6Qt,Instant Pot,136.81,0.0,136.81,2,273.62,0,0,1,0,Sin promo,Joven,Tarjeta,3,0
2022,2022-11-04,12,Walmart Supercenter Atlanta,Atlanta,Georgia,Supercenter,Tienda,Electrónica,Apple iPhone 15 Pro 128GB,Apple,1231.06,0.0,1231.06,1,1231.06,0,0,1,0,Sin promo,Adulto,Tarjeta,4,1
2024,2024-11-29,7,Walmart Supercenter Los Angeles,Los Angeles,California,Supercenter,Online,Juguetes,Nintendo Switch Lite,Nintendo,220.98,29.46,155.89,1,155.89,0,0,1,1,Black November,Adulto,Tarjeta,4,1
2024,2024-11-10,4,Walmart Supercenter Dallas,Dallas,Texas,Supercenter,Tienda,Ropa,Pijama polar infantil,Wonder Nation,23.32,31.11,16.07,5,80.35,0,0,1,1,Black November,Adulto,Efectivo,6,1
2024,2024-11-23,8,Walmart Supercenter San Diego,San Diego,California,Supercenter,Tienda,Belleza,Set skincare CeraVe hidratante,CeraVe,37.55,37.15,23.6,1,23.6,0,0,1,1,Black November,Senior,Tarjeta,5,1
2023,2023-11-02,7,Walmart Supercenter Los Angeles,Los Angeles,California,Supercenter,Tienda,Electrónica,Sony PlayStation 5 Slim,Sony,677.28,0.0,677.28,1,677.28,0,0,1,0,Sin promo,Adulto,Tarjeta,3,0
2024,2024-11-02,17,Walmart Neighborhood Market San Jose,San Jose,California,Neighborhood Market,Online,Belleza,Perfume Calvin Klein Eternity 100ml,Calvin Klein,27.35,0.0,27.35,4,109.4,0,0,1,0,Sin promo,Adulto,Efectivo,5,1
2022,2022-11-25,10,Walmart Supercenter Chicago,Chicago,Illinois,Supercenter,Online,Juguetes,LEGO Star Wars X-Wing Fighter,LEGO,66.66,65.27,23.15,4,92.6,1,0,1,1,Black Friday,Adulto,Online Pay,4,1
2022,2022-11-11,19,Sam's Club Dallas,Dallas,Texas,Sam's Club,Tienda,Hogar,Philips Airfryer XL 4.2Qt,Philips,198.31,18.98,160.68,1,160.68,0,0,1,1,Black November,Joven,Tarjeta,4,1
2024,2024-11-22,18,Walmart Neighborhood Market Charlotte,Charlotte,North Carolina,Neighborhood Market,Tienda,Electrónica,Apple iPhone 15 Pro 128GB,Apple,902.99,58.08,378.49,2,756.98,1,0,1,1,Black Friday,Adulto,Tarjeta,4,1
2023,2023-11-24,16,Walmart Neighborhood Market Tampa,Tampa,Florida,Neighborhood Market,Tienda,Electrónica,"LG 65"" OLED 4K Smart TV",LG,1309.65,55.38,584.34,2,1168.68,1,0,1,1,Black Friday,Joven,Tarjeta,4,1
2022,2022-11-12,18,Walmart Neighborhood Market Charlotte,Charlotte,North Carolina,Neighborhood Market,Tienda,Electrónica,Sony PlayStation 5 Slim,Sony,549.11,16.03,461.07,2,922.14,0,0,1,1,Black November,Adulto,Tarjeta,5,1
2023,2023-11-22,9,Walmart Supercenter Phoenix,Phoenix,Arizona,Supercenter,Online,Tecnología,"HP 15.6"" Laptop Ryzen 5",HP,719.57,22.67,556.41,1,556.41,0,0,1,1,Black November,Joven,Tarjeta,2,0
2024,2024-11-24,6,Walmart Supercenter San Antonio,San Antonio,Texas,Supercenter,Online,Hogar,NutriBullet Blender Pro 900,NutriBullet,78.45,0.0,78.45,2,156.9,0,0,1,0,Sin promo,Adulto,Tarjeta,6,1
2024,2024-11-22,4,Walmart Supercenter Dallas,Dallas,Texas,Supercenter,Tienda,Belleza,Maquillaje Maybelline set ojos,Maybelline,25.63,51.13,12.53,7,87.71,1,0,1,1,Black Friday,Joven,Efectivo,4,1
2022,2022-11-05,12,Walmart Supercenter Atlanta,Atlanta,Georgia,Supercenter,Tienda,Belleza,Plancha de cabello Remington,Remington,23.34,0.0,23.34,4,93.36,0,0,1,0,Sin promo,Adulto,Tarjeta,5,1
2022,2022-11-25,8,Walmart Supercenter San Diego,San Diego,California,Supercenter,Tienda,Alimentos,Cereal Kellogg's Corn Flakes 1Kg,Kellogg's,4.75,31.82,3.24,4,12.96,1,0,1,1,Black Friday,Joven,Tarjeta,4,1
2023,2023-11-25,13,Walmart Supercenter Las Vegas,Las Vegas,Nevada,Supercenter,Tienda,Alimentos,Chocolates Hershey's surtidos 1Kg,Hershey's,12.75,0.0,12.75,4,51.0,0,0,1,0,Sin promo,Joven,Efectivo,5,1
2024,2024-11-02,8,Walmart Supercenter San Diego,San Diego,California,Supercenter,Tienda,Belleza,Plancha de cabello Remington,Remington,76.73,0.0,76.73,3,230.19,0,0,1,0,Sin promo,Joven,Tarjeta,5,1
2022,2022-11-25,14,Walmart Neighborhood Market Miami Beach,Miami Beach,Florida,Neighborhood Market,Tienda,Juguetes,LEGO Star Wars X-Wing Fighter,LEGO,52.54,33.36,35.01,3,105.03,1,0,1,1,Black Friday,Senior,Tarjeta,4,1
2024,2024-11-09,10,Walmart Supercenter Chicago,Chicago,Illinois,Supercenter,Tienda,Alimentos,Aceite vegetal Great Value 1.8L,Great Value,3.27,0.0,3.27,6,19.62,0,0,1,0,Sin promo,Joven,Tarjeta,5,1
2022,2022-11-01,15,Walmart Neighborhood Market Austin,Austin,Texas,Neighborhood Market,Online,Juguetes,Nintendo Switch Lite,Nintendo,205.12,0.0,205.12,2,410.24,0,0,1,0,Sin promo,Adulto,Tarjeta,1,0
2022,2022-11-25,9,Walmart Supercenter Phoenix,Phoenix,Arizona,Supercenter,Online,Alimentos,Café molido Dunkin' 12oz,Dunkin',8.52,66.55,2.85,5,14.25,1,0,1,1,Black Friday,Adulto,Tarjeta,4,1
2023,2023-11-22,3,Walmart Supercenter Orlando,Orlando,Florida,Supercenter,Tienda,Belleza,Perfume Calvin Klein Eternity 100ml,Calvin Klein,56.07,24.55,42.3,1,42.3,0,0,1,1,Black November,Joven,Tarjeta,2,0
2023,2023-11-10,1,Walmart Supercenter Bentonville,Bentonville,Arkansas,Supercenter,Online,Alimentos,Pack 24 latas Coca-Cola 355ml,Coca-Cola,11.4,0.0,11.4,3,34.2,0,0,1,0,Sin promo,Adulto,Tarjeta,4,1
2024,2024-11-02,6,Walmart Supercenter San Antonio,San Antonio,Texas,Supercenter,Online,Electrónica,Apple iPhone 15 Pro 128GB,Apple,1136.07,0.0,1136.07,1,1136.07,0,0,1,0,Sin promo,Adulto,Online Pay,5,1
2024,2024-11-26,20,Sam's Club Orlando,Orlando,Florida,Sam's Club,Tienda,Electrónica,Apple AirPods Pro (2nd Gen),Apple,231.63,27.36,168.27,2,336.54,0,0,1,1,Black November,Adulto,Tarjeta,1,0
2024,2024-11-25,11,Walmart Supercenter New York,New York,New York,Supercenter,Tienda,Hogar,Dyson V11 Torque Drive Vacuum,Dyson,409.22,51.25,199.51,1,199.51,0,1,1,1,Cyber Monday,Joven,Online Pay,0,0
2024,2024-11-22,3,Walmart Supercenter Orlando,Orlando,Florida,Supercenter,Tienda,Electrónica,Sony PlayStation 5 Slim,Sony,414.22,47.53,217.36,1,217.36,1,0,1,1,Black Friday,Adulto,Online Pay,4,1
2023,2023-11-13,13,Walmart Supercenter Las Vegas,Las Vegas,Nevada,Supercenter,Online,Electrónica,Apple iPhone 15 Pro 128GB,Apple,1106.19,0.0,1106.19,2,2212.38,0,0,1,0,Sin promo,Adulto,Tarjeta,0,0
2022,2022-11-25,18,Walmart Neighborhood Market Charlotte,Charlotte,North Carolina,Neighborhood Market,Tienda,Ropa,Leggings deportivos mujer,Avia,19.17,52.43,9.12,4,36.48,1,0,1,1,Black Friday,Senior,Tarjeta,4,1
2023,2023-11-24,15,Walmart Neighborhood Market Austin,Austin,Texas,Neighborhood Market,Online,Ropa,Sudadera con capucha unisex,George,20.59,0.0,20.59,2,41.18,1,0,1,0,Sin promo,Adulto,Tarjeta,4,1
2023,2023-11-27,8,Walmart Supercenter San Diego,San Diego,California,Supercenter,Online,Ropa,Parka acolchada invierno hombre,George,112.75,56.14,49.45,2,98.9,0,1,1,1,Cyber Monday,Adulto,Tarjeta,0,0
2023,2023-11-19,13,Walmart Supercenter Las Vegas,Las Vegas,Nevada,Supercenter,Tienda,Hogar,Roku 4K Streaming Stick,Roku,76.02,0.0,76.02,2,152.04,0,0,1,0,Sin promo,Joven,Efectivo,6,1
2023,2023-11-02,6,Walmart Supercenter San Antonio,San Antonio,Texas,Supercenter,Tienda,Electrónica,Apple AirPods Pro (2nd Gen),Apple,227.77,0.0,227.77,2,455.54,0,0,1,0,Sin promo,Joven,Online Pay,3,0
2023,2023-11-10,2,Walmart Supercenter Miami,Miami,Florida,Supercenter,Tienda,Electrónica,"Samsung 55"" QLED 4K Smart TV",Samsung,817.31,0.0,817.31,2,1634.62,0,0,1,0,Sin promo,Joven,Online Pay,4,1
2022,2022-11-04,5,Walmart Supercenter Houston,Houston,Texas,Supercenter,Online,Ropa,Sudadera con capucha unisex,George,55.55,0.0,55.55,4,222.2,0,0,1,0,Sin promo,Joven,Online Pay,4,1
2024,2024-11-25,5,Walmart Supercenter Houston,Houston,Texas,Supercenter,Online,Ropa,Pijama polar infantil,Wonder Nation,34.35,37.24,21.56,2,43.12,0,1,1,1,Cyber Monday,Adulto,Tarjeta,0,0
2022,2022-11-25,11,Walmart Supercenter New York,New York,New York,Supercenter,Tienda,Alimentos,Cereal Kellogg's Corn Flakes 1Kg,Kellogg's,4.36,48.76,2.23,5,11.15,1,0,1,1,Black Friday,Joven,Tarjeta,4,1
2023,2023-11-29,17,Walmart Neighborhood Market San Jose,San Jose,California,Neighborhood Market,Tienda,Ropa,Sudadera con capucha unisex,George,58.44,42.34,33.7,1,33.7,0,0,1,1,Black November,Adulto,Tarjeta,2,0
2024,2024-11-01,11,Walmart Supercenter New York,New York,New York,Supercenter,Online,Ropa,Sudadera con capucha unisex,George,28.61,44.26,15.95,4,63.8,0,0,1,1,Black November,Adulto,Online Pay,4,1
2023,2023-11-24,10,Walmart Supercenter Chicago,Chicago,Illinois,Supercenter,Tienda,Hogar,Dyson V11 Torque Drive Vacuum,Dyson,558.73,55.3,249.75,1,249.75,1,0,1,1,Black Friday,Adulto,Tarjeta,4,1
2023,2023-11-24,16,Walmart Neighborhood Market Tampa,Tampa,Florida,Neighborhood Market,Online,Electrónica,Sony PlayStation 5 Slim,Sony,562.58,62.43,211.34,1,211.34,1,0,1,1,Black Friday,Joven,Tarjeta,4,1
2024,2024-11-19,15,Walmart Neighborhood Market Austin,Austin,Texas,Neighborhood Market,Tienda,Juguetes,Barbie Dreamhouse 3 pisos,Mattel,232.78,0.0,232.78,2,465.56,0,0,1,0,Sin promo,Joven,Tarjeta,1,0
2022,2022-11-25,19,Sam's Club Dallas,Dallas,Texas,Sam's Club,Tienda,Alimentos,Café molido Dunkin' 12oz,Dunkin',10.39,59.8,4.18,1,4.18,1,0,1,1,Black Friday,Senior,Online Pay,4,1
2022,2022-11-25,18,Walmart Neighborhood Market Charlotte,Charlotte,North Carolina,Neighborhood Market,Tienda,Electrónica,Apple iPhone 15 Pro 128GB,Apple,969.39,60.07,387.11,1,387.11,1,0,1,1,Black Friday,Joven,Tarjeta,4,1
2022,2022-11-16,5,Walmart Supercenter Houston,Houston,Texas,Supercenter,Tienda,Alimentos,Aceite vegetal Great Value 1.8L,Great Value,7.79,0.0,7.79,5,38.95,0,0,1,0,Sin promo,Joven,Online Pay,2,0
2023,2023-11-24,3,Walmart Supercenter Orlando,Orlando,Florida,Supercenter,Tienda,Ropa,Leggings deportivos mujer,Avia,24.97,47.13,13.2,1,13.2,1,0,1,1,Black Friday,Adulto,Online Pay,4,1
2022,2022-11-25,10,Walmart Supercenter Chicago,Chicago,Illinois,Supercenter,Tienda,Alimentos,Café molido Dunkin' 12oz,Dunkin',6.75,53.48,3.14,1,3.14,1,0,1,1,Black Friday,Joven,Efectivo,4,1
2022,2022-11-22,17,Walmart Neighborhood Market San Jose,San Jose,California,Neighborhood Market,Tienda,Belleza,Plancha de cabello Remington,Remington,25.04,36.96,15.79,7,110.53,0,0,1,1,Black November,Joven,Online Pay,1,0
2022,2022-11-16,13,Walmart Supercenter Las Vegas,Las Vegas,Nevada,Supercenter,Tienda,Hogar,Roku 4K Streaming Stick,Roku,62.9,0.0,62.9,1,62.9,0,0,1,0,Sin promo,Senior,Tarjeta,2,0
2022,2022-11-18,16,Walmart Neighborhood Market Tampa,Tampa,Florida,Neighborhood Market,Tienda,Hogar,Roku 4K Streaming Stick,Roku,30.78,16.61,25.67,3,77.01,0,0,1,1,Black November,Adulto,Efectivo,4,1
2022,2022-11-25,5,Walmart Supercenter Houston,Houston,Texas,Supercenter,Tienda,Juguetes,Nintendo Switch Lite,Nintendo,232.59,52.31,110.93,1,110.93,1,0,1,1,Black Friday,Joven,Tarjeta,4,1
2024,2024-11-23,3,Walmart Supercenter Orlando,Orlando,Florida,Supercenter,Tienda,Juguetes,Hot Wheels Mega Pista,Hot Wheels,65.73,0.0,65.73,2,131.46,0,0,1,0,Sin promo,Joven,Online Pay,5,1
2023,2023-11-17,4,Walmart Supercenter Dallas,Dallas,Texas,Supercenter,Tienda,Electrónica,"LG 65"" OLED 4K Smart TV",LG,1588.65,0.0,1588.65,2,3177.3,0,0,1,0,Sin promo,Joven,Tarjeta,4,1
2023,2023-11-14,17,Walmart Neighborhood Market San Jose,San Jose,California,Neighborhood Market,Tienda,Tecnología,Dell Inspiron 14 Laptop,Dell,480.63,20.62,381.55,1,381.55,0,0,1,1,Black November,Adulto,Tarjeta,1,0
2022,2022-11-25,2,Walmart Supercenter Miami,Miami,Florida,Supercenter,Tienda,Electrónica,"Samsung 55"" QLED 4K Smart TV",Samsung,976.54,51.23,476.29,1,476.29,1,0,1,1,Black Friday,Joven,Tarjeta,4,1
2022,2022-11-25,15,Walmart Neighborhood Market Austin,Austin,Texas,Neighborhood Market,Tienda,Juguetes,Barbie Dreamhouse 3 pisos,Mattel,143.07,59.27,58.27,2,116.54,1,0,1,1,Black Friday,Adulto,Tarjeta,4,1
2024,2024-11-30,6,Walmart Supercenter San Antonio,San Antonio,Texas,Supercenter,Online,Alimentos,Café molido Dunkin' 12oz,Dunkin',11.97,0.0,11.97,5,59.85,0,0,1,0,Sin promo,Joven,Tarjeta,5,1
2022,2022-11-25,2,Walmart Supercenter Miami,Miami,Florida,Supercenter,Tienda,Belleza,Perfume Calvin Klein Eternity 100ml,Calvin Klein,77.94,45.51,42.47,4,169.88,1,0,1,1,Black Friday,Joven,Tarjeta,4,1
2023,2023-11-24,19,Sam's Club Dallas,Dallas,Texas,Sam's Club,Tienda,Electrónica,"LG 65"" OLED 4K Smart TV",LG,1381.82,0.0,1381.82,2,2763.64,1,0,1,0,Sin promo,Joven,Tarjeta,4,1
2023,2023-11-13,5,Walmart Supercenter Houston,Houston,Texas,Supercenter,Online,Electrónica,Microsoft Xbox Series X,Microsoft,734.78,0.0,734.78,1,734.78,0,0,1,0,Sin promo,Adulto,Tarjeta,0,0
2023,2023-11-04,1,Walmart Supercenter Bentonville,Bentonville,Arkansas,Supercenter,Tienda,Alimentos,Pack 24 latas Coca-Cola 355ml,Coca-Cola,10.08,0.0,10.08,4,40.32,0,0,1,0,Sin promo,Joven,Efectivo,5,1
2022,2022-11-22,8,Walmart Supercenter San Diego,San Diego,California,Supercenter,Tienda,Electrónica,Microsoft Xbox Series X,Microsoft,492.84,17.96,404.34,2,808.68,0,0,1,1,Black November,Adulto,Online Pay,1,0
2023,2023-11-15,16,Walmart Neighborhood Market Tampa,Tampa,Florida,Neighborhood Market,Tienda,Ropa,Zapatillas running hombre,Athletic Works,42.81,37.53,26.74,4,106.96,0,0,1,1,Black November,Adulto,Online Pay,2,0
2023,2023-11-21,15,Walmart Neighborhood Market Austin,Austin,Texas,Neighborhood Market,Tienda,Tecnología,"Lenovo IdeaPad 3 15.6""",Lenovo,781.8,40.53,464.9,1,464.9,0,0,1,1,Black November,Adulto,Tarjeta,1,0
2022,2022-11-25,12,Walmart Supercenter Atlanta,Atlanta,Georgia,Supercenter,Tienda,Ropa,Sudadera con capucha unisex,George,21.48,48.07,11.15,6,66.9,1,0,1,1,Black Friday,Joven,Tarjeta,4,1
